INCIDENT_ID,DATA_YEAR,STATE_ABBR,SUM_VICTIM_COUNT,latitude,longitude,STATE_NAME
28861,2012,OK,27,35.007752,-97.092877,Oklahoma
28862,2012,OR,65,43.804133,-120.554201,Oregon
28863,2012,PA,42,41.203322,-77.194525,Pennsylvania
28864,2012,RI,16,41.580095,-71.477429,Rhode Island
28865,2012,SC,129,33.836081,-81.163725,South Carolina
28866,2012,SD,40,43.969515,-99.901813,South Dakota
28867,2012,TN,384,35.517491,-86.580447,Tennessee
28868,2012,TX,233,31.968599,-99.901813,Texas
28869,2012,UT,125,39.32098,-111.093731,Utah
28870,2012,VA,167,37.431573,-78.656894,Virginia
28871,2012,VT,17,44.558803,-72.577841,Vermont
28872,2012,WA,338,47.751074,-120.740139,Washington
28873,2012,WI,96,43.78444,-88.787868,Wisconsin
28874,2012,WV,28,38.597626,-80.454903,West Virginia
28875,2012,WY,2,43.075968,-107.290284,Wyoming
28876,2011,AK,8,63.588753,-154.493062,Alaska
28877,2011,AL,98,32.318231,-86.902298,Alabama
28878,2011,AR,48,35.20105,-91.831833,Arkansas
28879,2011,AZ,247,34.048928,-111.093731,Arizona
28880,2011,CA,1253,36.778261,-119.417932,California
28881,2011,CO,234,39.550051,-105.782067,Colorado
28882,2011,CT,187,41.603221,-73.087749,Connecticut
28883,2011,DC,111,38.905985,-77.033418,District of Columbia
28884,2011,DE,22,38.910832,-75.52767,Delaware
28885,2011,FL,141,27.664827,-81.515754,Florida
28886,2011,GA,24,32.157435,-82.907123,Georgia
28887,2011,IA,22,41.878003,-93.097702,Iowa
28888,2011,ID,68,44.068202,-114.742041,Idaho
28889,2011,IL,94,40.633125,-89.398528,Illinois
28890,2011,IN,130,40.551217,-85.602364,Indiana
28891,2011,KS,85,39.011902,-98.484246,Kansas
28892,2011,KY,210,37.839333,-84.270018,Kentucky
28893,2011,LA,7,31.244823,-92.145024,Louisiana
28894,2011,MA,437,42.407211,-71.382437,Massachusetts
28895,2011,MD,75,39.045755,-76.641271,Maryland
28896,2011,ME,72,45.253783,-69.445469,Maine
28897,2011,MI,467,44.314844,-85.602364,Michigan
28898,2011,MN,197,46.729553,-94.6859,Minnesota
28899,2011,MO,156,37.964253,-91.831833,Missouri
28900,2011,MS,1,32.354668,-89.398528,Mississippi
28901,2011,MT,23,46.879682,-110.362566,Montana
28902,2011,NE,39,41.492537,-99.901813,Nebraska
28903,2011,NC,133,35.759573,-79.0193,North Carolina
28904,2011,ND,38,47.551493,-101.002012,North Dakota
28905,2011,NH,29,43.193852,-71.572395,New Hampshire
28906,2011,NJ,553,40.058324,-74.405661,New Jersey
28907,2011,NM,37,34.97273,-105.032363,New Mexico
28908,2011,NV,75,38.80261,-116.419389,Nevada
28909,2011,NY,711,43.299428,-74.217933,New York
28910,2011,OH,315,40.417287,-82.907123,Ohio
28911,2011,OK,41,35.007752,-97.092877,Oklahoma
28912,2011,OR,169,43.804133,-120.554201,Oregon
28913,2011,PA,25,41.203322,-77.194525,Pennsylvania
28914,2011,RI,25,41.580095,-71.477429,Rhode Island
28915,2011,SC,144,33.836081,-81.163725,South Carolina
28916,2011,SD,24,43.969515,-99.901813,South Dakota
28917,2011,TN,167,35.517491,-86.580447,Tennessee
28918,2011,TX,199,31.968599,-99.901813,Texas
28919,2011,UT,82,39.32098,-111.093731,Utah
28920,2011,VA,179,37.431573,-78.656894,Virginia
28921,2011,VT,11,44.558803,-72.577841,Vermont
28922,2011,WA,272,47.751074,-120.740139,Washington
28923,2011,WI,93,43.78444,-88.787868,Wisconsin
28924,2011,WV,22,38.597626,-80.454903,West Virginia
28925,2011,WY,3,43.075968,-107.290284,Wyoming
28926,2010,AK,9,63.588753,-154.493062,Alaska
28927,2010,AL,24,32.318231,-86.902298,Alabama
28928,2010,AR,92,35.20105,-91.831833,Arkansas
28929,2010,AZ,325,34.048928,-111.093731,Arizona
28930,2010,CA,1405,36.778261,-119.417932,California
28931,2010,CO,206,39.550051,-105.782067,Colorado
28932,2010,CT,184,41.603221,-73.087749,Connecticut
28933,2010,DC,70,38.905985,-77.033418,District of Columbia
28934,2010,DE,20,38.910832,-75.52767,Delaware
28935,2010,FL,149,27.664827,-81.515754,Florida
28936,2010,GA,19,32.157435,-82.907123,Georgia
28937,2010,IA,65,41.878003,-93.097702,Iowa
28938,2010,ID,51,44.068202,-114.742041,Idaho
28939,2010,IL,125,40.633125,-89.398528,Illinois
28940,2010,IN,118,40.551217,-85.602364,Indiana
28941,2010,KS,77,39.011902,-98.484246,Kansas
28942,2010,KY,212,37.839333,-84.270018,Kentucky
28943,2010,LA,17,31.244823,-92.145024,Louisiana
28944,2010,MA,380,42.407211,-71.382437,Massachusetts
28945,2010,MD,94,39.045755,-76.641271,Maryland
28946,2010,ME,77,45.253783,-69.445469,Maine
28947,2010,MI,384,44.314844,-85.602364,Michigan
28948,2010,MN,147,46.729553,-94.6859,Minnesota
28949,2010,MO,178,37.964253,-91.831833,Missouri
28950,2010,MS,11,32.354668,-89.398528,Mississippi
28951,2010,MT,37,46.879682,-110.362566,Montana
28952,2010,NE,62,41.492537,-99.901813,Nebraska
28953,2010,NC,140,35.759573,-79.0193,North Carolina
28954,2010,ND,13,47.551493,-101.002012,North Dakota
28955,2010,NH,39,43.193852,-71.572395,New Hampshire
28956,2010,NJ,559,40.058324,-74.405661,New Jersey
28957,2010,NM,25,34.97273,-105.032363,New Mexico
28958,2010,NV,80,38.80261,-116.419389,Nevada
28959,2010,NY,843,43.299428,-74.217933,New York
28960,2010,OH,300,40.417287,-82.907123,Ohio
28961,2010,OK,61,35.007752,-97.092877,Oklahoma
28962,2010,OR,167,43.804133,-120.554201,Oregon
28963,2010,PA,70,41.203322,-77.194525,Pennsylvania
28964,2010,RI,21,41.580095,-71.477429,Rhode Island
28965,2010,SC,135,33.836081,-81.163725,South Carolina
28966,2010,SD,61,43.969515,-99.901813,South Dakota
28967,2010,TN,168,35.517491,-86.580447,Tennessee
28968,2010,TX,208,31.968599,-99.901813,Texas
28969,2010,UT,78,39.32098,-111.093731,Utah
28970,2010,VA,207,37.431573,-78.656894,Virginia
28971,2010,VT,22,44.558803,-72.577841,Vermont
28972,2010,WA,320,47.751074,-120.740139,Washington
28973,2010,WI,121,43.78444,-88.787868,Wisconsin
28974,2010,WV,36,38.597626,-80.454903,West Virginia
28975,2010,WY,2,43.075968,-107.290284,Wyoming
28976,2009,AK,12,63.588753,-154.493062,Alaska
28977,2009,AL,10,32.318231,-86.902298,Alabama
28978,2009,AR,95,35.20105,-91.831833,Arkansas
28979,2009,AZ,296,34.048928,-111.093731,Arizona
28980,2009,CA,1325,36.778261,-119.417932,California
28981,2009,CO,282,39.550051,-105.782067,Colorado
28982,2009,CT,229,41.603221,-73.087749,Connecticut
28983,2009,DC,42,38.905985,-77.033418,District of Columbia
28984,2009,DE,46,38.910832,-75.52767,Delaware
28985,2009,FL,151,27.664827,-81.515754,Florida
28986,2009,GA,12,32.157435,-82.907123,Georgia
28987,2009,IA,23,41.878003,-93.097702,Iowa
28988,2009,ID,43,44.068202,-114.742041,Idaho
28989,2009,IL,204,40.633125,-89.398528,Illinois
28990,2009,IN,69,40.551217,-85.602364,Indiana
28991,2009,KS,155,39.011902,-98.484246,Kansas
28992,2009,KY,202,37.839333,-84.270018,Kentucky
28993,2009,LA,22,31.244823,-92.145024,Louisiana
28994,2009,MA,392,42.407211,-71.382437,Massachusetts
28995,2009,MD,120,39.045755,-76.641271,Maryland
28996,2009,ME,57,45.253783,-69.445469,Maine
28997,2009,MI,419,44.314844,-85.602364,Michigan
28998,2009,MN,193,46.729553,-94.6859,Minnesota
28999,2009,MO,171,37.964253,-91.831833,Missouri
29000,2009,MS,2,32.354668,-89.398528,Mississippi
29001,2009,MT,31,46.879682,-110.362566,Montana
29002,2009,NE,82,41.492537,-99.901813,Nebraska
29003,2009,NC,144,35.759573,-79.0193,North Carolina
29004,2009,ND,15,47.551493,-101.002012,North Dakota
29005,2009,NH,30,43.193852,-71.572395,New Hampshire
29006,2009,NJ,549,40.058324,-74.405661,New Jersey
29007,2009,NM,18,34.97273,-105.032363,New Mexico
29008,2009,NV,69,38.80261,-116.419389,Nevada
29009,2009,NY,867,43.299428,-74.217933,New York
29010,2009,OH,358,40.417287,-82.907123,Ohio
29011,2009,OK,77,35.007752,-97.092877,Oklahoma
29012,2009,OR,171,43.804133,-120.554201,Oregon
29013,2009,PA,43,41.203322,-77.194525,Pennsylvania
29014,2009,RI,42,41.580095,-71.477429,Rhode Island
29015,2009,SC,134,33.836081,-81.163725,South Carolina
29016,2009,SD,58,43.969515,-99.901813,South Dakota
29017,2009,TN,201,35.517491,-86.580447,Tennessee
29018,2009,TX,192,31.968599,-99.901813,Texas
29019,2009,UT,58,39.32098,-111.093731,Utah
29020,2009,VA,215,37.431573,-78.656894,Virginia
29021,2009,VT,29,44.558803,-72.577841,Vermont
29022,2009,WA,290,47.751074,-120.740139,Washington
29023,2009,WI,62,43.78444,-88.787868,Wisconsin
29024,2009,WV,29,38.597626,-80.454903,West Virginia
29025,2009,WY,19,43.075968,-107.290284,Wyoming
29026,2008,AK,9,63.588753,-154.493062,Alaska
29027,2008,AL,12,32.318231,-86.902298,Alabama
29028,2008,AR,113,35.20105,-91.831833,Arkansas
29029,2008,AZ,251,34.048928,-111.093731,Arizona
29030,2008,CA,1822,36.778261,-119.417932,California
29031,2008,CO,218,39.550051,-105.782067,Colorado
29032,2008,CT,217,41.603221,-73.087749,Connecticut
29033,2008,DC,48,38.905985,-77.033418,District of Columbia
29034,2008,DE,94,38.910832,-75.52767,Delaware
29035,2008,FL,195,27.664827,-81.515754,Florida
29036,2008,GA,15,32.157435,-82.907123,Georgia
29037,2008,IA,41,41.878003,-93.097702,Iowa
29038,2008,ID,45,44.068202,-114.742041,Idaho
29039,2008,IL,144,40.633125,-89.398528,Illinois
29040,2008,IN,76,40.551217,-85.602364,Indiana
29041,2008,KS,140,39.011902,-98.484246,Kansas
29042,2008,KY,92,37.839333,-84.270018,Kentucky
29043,2008,LA,77,31.244823,-92.145024,Louisiana
29044,2008,MA,408,42.407211,-71.382437,Massachusetts
29045,2008,MD,115,39.045755,-76.641271,Maryland
29046,2008,ME,74,45.253783,-69.445469,Maine
29047,2008,MI,699,44.314844,-85.602364,Michigan
29048,2008,MN,214,46.729553,-94.6859,Minnesota
29049,2008,MO,142,37.964253,-91.831833,Missouri
29050,2008,MS,5,32.354668,-89.398528,Mississippi
29051,2008,MT,33,46.879682,-110.362566,Montana
29052,2008,NE,107,41.492537,-99.901813,Nebraska
29053,2008,NC,197,35.759573,-79.0193,North Carolina
29054,2008,ND,20,47.551493,-101.002012,North Dakota
29055,2008,NH,98,43.193852,-71.572395,New Hampshire
29056,2008,NJ,744,40.058324,-74.405661,New Jersey
29057,2008,NM,10,34.97273,-105.032363,New Mexico
29058,2008,NV,119,38.80261,-116.419389,Nevada
29059,2008,NY,708,43.299428,-74.217933,New York
29060,2008,OH,450,40.417287,-82.907123,Ohio
29061,2008,OK,74,35.007752,-97.092877,Oklahoma
29062,2008,OR,228,43.804133,-120.554201,Oregon
29063,2008,PA,88,41.203322,-77.194525,Pennsylvania
29064,2008,RI,37,41.580095,-71.477429,Rhode Island
29065,2008,SC,194,33.836081,-81.163725,South Carolina
29066,2008,SD,57,43.969515,-99.901813,South Dakota
29067,2008,TN,330,35.517491,-86.580447,Tennessee
29068,2008,TX,326,31.968599,-99.901813,Texas
29069,2008,UT,59,39.32098,-111.093731,Utah
29070,2008,VA,311,37.431573,-78.656894,Virginia
29071,2008,VT,29,44.558803,-72.577841,Vermont
29072,2008,WA,334,47.751074,-120.740139,Washington
29073,2008,WI,111,43.78444,-88.787868,Wisconsin
29074,2008,WV,54,38.597626,-80.454903,West Virginia
29075,2008,WY,12,43.075968,-107.290284,Wyoming
29076,2007,AK,10,63.588753,-154.493062,Alaska
29077,2007,AL,8,32.318231,-86.902298,Alabama
29078,2007,AR,40,35.20105,-91.831833,Arkansas
29079,2007,AZ,228,34.048928,-111.093731,Arizona
29080,2007,CA,1901,36.778261,-119.417932,California
29081,2007,CO,219,39.550051,-105.782067,Colorado
29082,2007,CT,180,41.603221,-73.087749,Connecticut
29083,2007,DC,46,38.905985,-77.033418,District of Columbia
29084,2007,DE,62,38.910832,-75.52767,Delaware
29085,2007,FL,199,27.664827,-81.515754,Florida
29086,2007,GA,16,32.157435,-82.907123,Georgia
29087,2007,IA,37,41.878003,-93.097702,Iowa
29088,2007,ID,51,44.068202,-114.742041,Idaho
29089,2007,IL,237,40.633125,-89.398528,Illinois
29090,2007,IN,52,40.551217,-85.602364,Indiana
29091,2007,KS,143,39.011902,-98.484246,Kansas
29092,2007,KY,142,37.839333,-84.270018,Kentucky
29093,2007,LA,34,31.244823,-92.145024,Louisiana
29094,2007,MA,461,42.407211,-71.382437,Massachusetts
29095,2007,MD,176,39.045755,-76.641271,Maryland
29096,2007,ME,88,45.253783,-69.445469,Maine
29097,2007,MI,763,44.314844,-85.602364,Michigan
29098,2007,MN,189,46.729553,-94.6859,Minnesota
29099,2007,MO,145,37.964253,-91.831833,Missouri
29100,2007,MT,32,46.879682,-110.362566,Montana
29101,2007,NE,51,41.492537,-99.901813,Nebraska
29102,2007,NC,87,35.759573,-79.0193,North Carolina
29103,2007,ND,19,47.551493,-101.002012,North Dakota
29104,2007,NH,62,43.193852,-71.572395,New Hampshire
29105,2007,NJ,774,40.058324,-74.405661,New Jersey
29106,2007,NM,17,34.97273,-105.032363,New Mexico
29107,2007,NV,82,38.80261,-116.419389,Nevada
29108,2007,NY,552,43.299428,-74.217933,New York
29109,2007,OH,394,40.417287,-82.907123,Ohio
29110,2007,OK,37,35.007752,-97.092877,Oklahoma
29111,2007,OR,203,43.804133,-120.554201,Oregon
29112,2007,PA,91,41.203322,-77.194525,Pennsylvania
29113,2007,RI,53,41.580095,-71.477429,Rhode Island
29114,2007,SC,147,33.836081,-81.163725,South Carolina
29115,2007,SD,39,43.969515,-99.901813,South Dakota
29116,2007,TN,301,35.517491,-86.580447,Tennessee
29117,2007,TX,308,31.968599,-99.901813,Texas
29118,2007,UT,70,39.32098,-111.093731,Utah
29119,2007,VA,360,37.431573,-78.656894,Virginia
29120,2007,VT,31,44.558803,-72.577841,Vermont
29121,2007,WA,251,47.751074,-120.740139,Washington
29122,2007,WI,81,43.78444,-88.787868,Wisconsin
29123,2007,WV,49,38.597626,-80.454903,West Virginia
29124,2007,WY,23,43.075968,-107.290284,Wyoming
29125,2006,AK,11,63.588753,-154.493062,Alaska
29126,2006,AR,137,35.20105,-91.831833,Arkansas
29127,2006,AZ,284,34.048928,-111.093731,Arizona
29128,2006,CA,1692,36.778261,-119.417932,California
29129,2006,CO,189,39.550051,-105.782067,Colorado
29130,2006,CT,182,41.603221,-73.087749,Connecticut
29131,2006,DC,68,38.905985,-77.033418,District of Columbia
29132,2006,DE,79,38.910832,-75.52767,Delaware
29133,2006,FL,262,27.664827,-81.515754,Florida
29134,2006,GA,17,32.157435,-82.907123,Georgia
29135,2006,IA,45,41.878003,-93.097702,Iowa
29136,2006,ID,25,44.068202,-114.742041,Idaho
29137,2006,IL,201,40.633125,-89.398528,Illinois
29138,2006,IN,45,40.551217,-85.602364,Indiana
29139,2006,KS,141,39.011902,-98.484246,Kansas
29140,2006,KY,78,37.839333,-84.270018,Kentucky
29141,2006,LA,27,31.244823,-92.145024,Louisiana
29142,2006,MA,472,42.407211,-71.382437,Massachusetts
29143,2006,MD,271,39.045755,-76.641271,Maryland
29144,2006,ME,69,45.253783,-69.445469,Maine
29145,2006,MI,728,44.314844,-85.602364,Michigan
29146,2006,MN,168,46.729553,-94.6859,Minnesota
29147,2006,MO,104,37.964253,-91.831833,Missouri
29148,2006,MT,27,46.879682,-110.362566,Montana
29149,2006,NE,67,41.492537,-99.901813,Nebraska
29150,2006,NC,151,35.759573,-79.0193,North Carolina
29151,2006,ND,17,47.551493,-101.002012,North Dakota
29152,2006,NH,48,43.193852,-71.572395,New Hampshire
29153,2006,NJ,803,40.058324,-74.405661,New Jersey
29154,2006,NM,28,34.97273,-105.032363,New Mexico
29155,2006,NV,160,38.80261,-116.419389,Nevada
29156,2006,NY,602,43.299428,-74.217933,New York
29157,2006,OH,367,40.417287,-82.907123,Ohio
29158,2006,OK,78,35.007752,-97.092877,Oklahoma
29159,2006,OR,182,43.804133,-120.554201,Oregon
29160,2006,PA,108,41.203322,-77.194525,Pennsylvania
29161,2006,RI,21,41.580095,-71.477429,Rhode Island
29162,2006,SC,106,33.836081,-81.163725,South Carolina
29163,2006,SD,96,43.969515,-99.901813,South Dakota
29164,2006,TN,256,35.517491,-86.580447,Tennessee
29165,2006,TX,297,31.968599,-99.901813,Texas
29166,2006,UT,48,39.32098,-111.093731,Utah
29167,2006,VA,433,37.431573,-78.656894,Virginia
29168,2006,VT,34,44.558803,-72.577841,Vermont
29169,2006,WA,245,47.751074,-120.740139,Washington
29170,2006,WI,109,43.78444,-88.787868,Wisconsin
29171,2006,WV,38,38.597626,-80.454903,West Virginia
29172,2006,WY,7,43.075968,-107.290284,Wyoming
29173,2005,AK,5,63.588753,-154.493062,Alaska
29174,2005,AR,152,35.20105,-91.831833,Arkansas
29175,2005,AZ,258,34.048928,-111.093731,Arizona
29176,2005,CA,1673,36.778261,-119.417932,California
29177,2005,CO,172,39.550051,-105.782067,Colorado
29178,2005,CT,158,41.603221,-73.087749,Connecticut
29179,2005,DC,64,38.905985,-77.033418,District of Columbia
29180,2005,DE,75,38.910832,-75.52767,Delaware
29181,2005,FL,268,27.664827,-81.515754,Florida
29182,2005,GA,20,32.157435,-82.907123,Georgia
29183,2005,IA,35,41.878003,-93.097702,Iowa
29184,2005,ID,38,44.068202,-114.742041,Idaho
29185,2005,IL,246,40.633125,-89.398528,Illinois
29186,2005,IN,61,40.551217,-85.602364,Indiana
29187,2005,KS,95,39.011902,-98.484246,Kansas
29188,2005,KY,50,37.839333,-84.270018,Kentucky
29189,2005,LA,22,31.244823,-92.145024,Louisiana
29190,2005,MA,479,42.407211,-71.382437,Massachusetts
29191,2005,MD,243,39.045755,-76.641271,Maryland
29192,2005,ME,64,45.253783,-69.445469,Maine
29193,2005,MI,723,44.314844,-85.602364,Michigan
29194,2005,MN,240,46.729553,-94.6859,Minnesota
29195,2005,MO,124,37.964253,-91.831833,Missouri
29196,2005,MT,84,46.879682,-110.362566,Montana
29197,2005,NE,76,41.492537,-99.901813,Nebraska
29198,2005,NC,141,35.759573,-79.0193,North Carolina
29199,2005,ND,14,47.551493,-101.002012,North Dakota
29200,2005,NH,39,43.193852,-71.572395,New Hampshire
29201,2005,NJ,775,40.058324,-74.405661,New Jersey
29202,2005,NM,21,34.97273,-105.032363,New Mexico
29203,2005,NV,113,38.80261,-116.419389,Nevada
29204,2005,NY,518,43.299428,-74.217933,New York
29205,2005,OH,246,40.417287,-82.907123,Ohio
29206,2005,OK,49,35.007752,-97.092877,Oklahoma
29207,2005,OR,165,43.804133,-120.554201,Oregon
29208,2005,PA,89,41.203322,-77.194525,Pennsylvania
29209,2005,RI,15,41.580095,-71.477429,Rhode Island
29210,2005,SC,138,33.836081,-81.163725,South Carolina
29211,2005,SD,12,43.969515,-99.901813,South Dakota
29212,2005,TN,159,35.517491,-86.580447,Tennessee
29213,2005,TX,327,31.968599,-99.901813,Texas
29214,2005,UT,65,39.32098,-111.093731,Utah
29215,2005,VA,346,37.431573,-78.656894,Virginia
29216,2005,VT,46,44.558803,-72.577841,Vermont
29217,2005,WA,242,47.751074,-120.740139,Washington
29218,2005,WI,69,43.78444,-88.787868,Wisconsin
29219,2005,WV,51,38.597626,-80.454903,West Virginia
29220,2005,WY,3,43.075968,-107.290284,Wyoming
29221,2004,AK,12,63.588753,-154.493062,Alaska
29222,2004,AL,5,32.318231,-86.902298,Alabama
29223,2004,AR,92,35.20105,-91.831833,Arkansas
29224,2004,AZ,307,34.048928,-111.093731,Arizona
29225,2004,CA,1752,36.778261,-119.417932,California
29226,2004,CO,78,39.550051,-105.782067,Colorado
29227,2004,CT,172,41.603221,-73.087749,Connecticut
29228,2004,DC,58,38.905985,-77.033418,District of Columbia
29229,2004,DE,60,38.910832,-75.52767,Delaware
29230,2004,FL,344,27.664827,-81.515754,Florida
29231,2004,GA,38,32.157435,-82.907123,Georgia
29232,2004,IA,36,41.878003,-93.097702,Iowa
29233,2004,ID,50,44.068202,-114.742041,Idaho
29234,2004,IL,239,40.633125,-89.398528,Illinois
29235,2004,IN,128,40.551217,-85.602364,Indiana
29236,2004,KS,70,39.011902,-98.484246,Kansas
29237,2004,KY,86,37.839333,-84.270018,Kentucky
29238,2004,LA,34,31.244823,-92.145024,Louisiana
29239,2004,MA,430,42.407211,-71.382437,Massachusetts
29240,2004,MD,284,39.045755,-76.641271,Maryland
29241,2004,ME,93,45.253783,-69.445469,Maine
29242,2004,MI,656,44.314844,-85.602364,Michigan
29243,2004,MN,299,46.729553,-94.6859,Minnesota
29244,2004,MO,98,37.964253,-91.831833,Missouri
29245,2004,MS,2,32.354668,-89.398528,Mississippi
29246,2004,MT,73,46.879682,-110.362566,Montana
29247,2004,NE,68,41.492537,-99.901813,Nebraska
29248,2004,NC,90,35.759573,-79.0193,North Carolina
29249,2004,ND,12,47.551493,-101.002012,North Dakota
29250,2004,NH,69,43.193852,-71.572395,New Hampshire
29251,2004,NJ,826,40.058324,-74.405661,New Jersey
29252,2004,NM,25,34.97273,-105.032363,New Mexico
29253,2004,NV,109,38.80261,-116.419389,Nevada
29254,2004,NY,426,43.299428,-74.217933,New York
29255,2004,OH,501,40.417287,-82.907123,Ohio
29256,2004,OK,81,35.007752,-97.092877,Oklahoma
29257,2004,OR,188,43.804133,-120.554201,Oregon
29258,2004,PA,126,41.203322,-77.194525,Pennsylvania
29259,2004,RI,34,41.580095,-71.477429,Rhode Island
29260,2004,SC,129,33.836081,-81.163725,South Carolina
29261,2004,SD,7,43.969515,-99.901813,South Dakota
29262,2004,TN,163,35.517491,-86.580447,Tennessee
29263,2004,TX,383,31.968599,-99.901813,Texas
29264,2004,UT,85,39.32098,-111.093731,Utah
29265,2004,VA,362,37.431573,-78.656894,Virginia
29266,2004,VT,34,44.558803,-72.577841,Vermont
29267,2004,WA,238,47.751074,-120.740139,Washington
29268,2004,WI,61,43.78444,-88.787868,Wisconsin
29269,2004,WV,50,38.597626,-80.454903,West Virginia
29270,2004,WY,7,43.075968,-107.290284,Wyoming
29271,2003,AK,15,63.588753,-154.493062,Alaska
29272,2003,AL,2,32.318231,-86.902298,Alabama
29273,2003,AR,199,35.20105,-91.831833,Arkansas
29274,2003,AZ,312,34.048928,-111.093731,Arizona
29275,2003,CA,1793,36.778261,-119.417932,California
29276,2003,CO,111,39.550051,-105.782067,Colorado
29277,2003,CT,216,41.603221,-73.087749,Connecticut
29278,2003,DC,35,38.905985,-77.033418,District of Columbia
29279,2003,DE,24,38.910832,-75.52767,Delaware
29280,2003,FL,281,27.664827,-81.515754,Florida
29281,2003,GA,28,32.157435,-82.907123,Georgia
29282,2003,IA,65,41.878003,-93.097702,Iowa
29283,2003,ID,25,44.068202,-114.742041,Idaho
29284,2003,IL,284,40.633125,-89.398528,Illinois
29285,2003,IN,114,40.551217,-85.602364,Indiana
29286,2003,KS,59,39.011902,-98.484246,Kansas
29287,2003,KY,100,37.839333,-84.270018,Kentucky
29288,2003,LA,7,31.244823,-92.145024,Louisiana
29289,2003,MA,487,42.407211,-71.382437,Massachusetts
29290,2003,MD,281,39.045755,-76.641271,Maryland
29291,2003,ME,106,45.253783,-69.445469,Maine
29292,2003,MI,493,44.314844,-85.602364,Michigan
29293,2003,MN,257,46.729553,-94.6859,Minnesota
29294,2003,MO,73,37.964253,-91.831833,Missouri
29295,2003,MS,1,32.354668,-89.398528,Mississippi
29296,2003,MT,6,46.879682,-110.362566,Montana
29297,2003,NE,51,41.492537,-99.901813,Nebraska
29298,2003,NC,112,35.759573,-79.0193,North Carolina
29299,2003,ND,12,47.551493,-101.002012,North Dakota
29300,2003,NH,44,43.193852,-71.572395,New Hampshire
29301,2003,NJ,640,40.058324,-74.405661,New Jersey
29302,2003,NM,12,34.97273,-105.032363,New Mexico
29303,2003,NV,120,38.80261,-116.419389,Nevada
29304,2003,NY,643,43.299428,-74.217933,New York
29305,2003,OH,284,40.417287,-82.907123,Ohio
29306,2003,OK,49,35.007752,-97.092877,Oklahoma
29307,2003,OR,112,43.804133,-120.554201,Oregon
29308,2003,PA,147,41.203322,-77.194525,Pennsylvania
29309,2003,RI,55,41.580095,-71.477429,Rhode Island
29310,2003,SC,84,33.836081,-81.163725,South Carolina
29311,2003,SD,15,43.969515,-99.901813,South Dakota
29312,2003,TN,240,35.517491,-86.580447,Tennessee
29313,2003,TX,334,31.968599,-99.901813,Texas
29314,2003,UT,79,39.32098,-111.093731,Utah
29315,2003,VA,358,37.431573,-78.656894,Virginia
29316,2003,VT,34,44.558803,-72.577841,Vermont
29317,2003,WA,295,47.751074,-120.740139,Washington
29318,2003,WI,44,43.78444,-88.787868,Wisconsin
29319,2003,WV,35,38.597626,-80.454903,West Virginia
29320,2003,WY,13,43.075968,-107.290284,Wyoming
29321,2002,AK,7,63.588753,-154.493062,Alaska
29322,2002,AL,2,32.318231,-86.902298,Alabama
29323,2002,AZ,337,34.048928,-111.093731,Arizona
29324,2002,CA,1998,36.778261,-119.417932,California
29325,2002,CO,131,39.550051,-105.782067,Colorado
29326,2002,CT,180,41.603221,-73.087749,Connecticut
29327,2002,DC,18,38.905985,-77.033418,District of Columbia
29328,2002,DE,15,38.910832,-75.52767,Delaware
29329,2002,FL,315,27.664827,-81.515754,Florida
29330,2002,GA,41,32.157435,-82.907123,Georgia
29331,2002,IA,52,41.878003,-93.097702,Iowa
29332,2002,ID,54,44.068202,-114.742041,Idaho
29333,2002,IL,204,40.633125,-89.398528,Illinois
29334,2002,IN,109,40.551217,-85.602364,Indiana
29335,2002,KS,78,39.011902,-98.484246,Kansas
29336,2002,KY,96,37.839333,-84.270018,Kentucky
29337,2002,LA,29,31.244823,-92.145024,Louisiana
29338,2002,MA,504,42.407211,-71.382437,Massachusetts
29339,2002,MD,229,39.045755,-76.641271,Maryland
29340,2002,ME,48,45.253783,-69.445469,Maine
29341,2002,MI,496,44.314844,-85.602364,Michigan
29342,2002,MN,248,46.729553,-94.6859,Minnesota
29343,2002,MO,76,37.964253,-91.831833,Missouri
29344,2002,MS,4,32.354668,-89.398528,Mississippi
29345,2002,MT,25,46.879682,-110.362566,Montana
29346,2002,NE,66,41.492537,-99.901813,Nebraska
29347,2002,NC,76,35.759573,-79.0193,North Carolina
29348,2002,ND,20,47.551493,-101.002012,North Dakota
29349,2002,NH,37,43.193852,-71.572395,New Hampshire
29350,2002,NJ,615,40.058324,-74.405661,New Jersey
29351,2002,NM,15,34.97273,-105.032363,New Mexico
29352,2002,NV,76,38.80261,-116.419389,Nevada
29353,2002,NY,864,43.299428,-74.217933,New York
29354,2002,OH,327,40.417287,-82.907123,Ohio
29355,2002,OK,61,35.007752,-97.092877,Oklahoma
29356,2002,OR,85,43.804133,-120.554201,Oregon
29357,2002,PA,116,41.203322,-77.194525,Pennsylvania
29358,2002,RI,44,41.580095,-71.477429,Rhode Island
29359,2002,SC,84,33.836081,-81.163725,South Carolina
29360,2002,SD,6,43.969515,-99.901813,South Dakota
29361,2002,TN,159,35.517491,-86.580447,Tennessee
29362,2002,TX,459,31.968599,-99.901813,Texas
29363,2002,UT,68,39.32098,-111.093731,Utah
29364,2002,VA,404,37.431573,-78.656894,Virginia
29365,2002,VT,26,44.558803,-72.577841,Vermont
29366,2002,WA,229,47.751074,-120.740139,Washington
29367,2002,WI,45,43.78444,-88.787868,Wisconsin
